0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	6
45	56
46	1075
47	11832
48	18266
49	18229
50	17908
51	17643
52	17343
53	16890
54	16600
55	16370
56	16113
57	16223
58	15651
59	15628
60	15336
61	15224
62	14961
63	14691
64	14572
65	14323
66	14136
67	14141
68	13951
69	13493
70	13603
71	13468
72	13202
73	13070
74	13215
75	12741
76	12817
77	12788
78	12562
79	12420
80	12411
81	12231
82	12296
83	11924
84	11909
85	11744
86	11729
87	11586
88	11649
89	11378
90	11319
91	11046
92	11084
93	10892
94	10770
95	10781
96	10589
97	10615
98	10622
99	10373
100	10350
101	10254
102	10309
103	10123
104	10009
105	9912
106	9973
107	9828
108	9705
109	9482
110	9399
111	9435
112	9364
113	9268
114	9265
115	9208
116	9117
117	8957
118	9095
119	9098
120	8896
121	8910
122	8814
123	8764
124	8761
125	8725
126	8540
127	8486
128	8460
129	8245
130	8399
131	8284
132	8347
133	8132
134	8334
135	7992
136	8227
137	8164
138	8089
139	7966
140	7942
141	7809
142	7753
143	7786
144	7650
145	7731
146	7719
147	7674
148	7655
149	7518
150	7556
151	7364
152	7561
153	7428
154	7585
155	7239
156	7357
157	7415
158	7145
159	7170
160	7117
161	7298
162	7290
163	7137
164	7180
165	7135
166	7123
167	7135
168	6886
169	7126
170	7115
171	7045
172	7009
173	7022
174	7028
175	6822
176	6720
177	6984
178	7091
179	7011
180	6882
181	6934
182	7055
183	6951
184	6967
185	6934
186	6941
187	6943
188	6978
189	6944
190	7014
191	7024
192	7004
193	7046
194	7127
195	7062
196	7047
197	7106
198	7194
199	7181
200	7290
201	7263
202	7173
203	7244
204	7363
205	7452
206	7333
207	7250
208	7378
209	7495
210	7446
211	7627
212	7804
213	7679
214	7779
215	7790
216	7896
217	7937
218	7990
219	8005
220	8013
221	8159
222	8063
223	8189
224	8249
225	8270
226	8229
227	8589
228	8463
229	8503
230	8499
231	8502
232	8788
233	8729
234	8770
235	8945
236	8976
237	8976
238	9137
239	9275
240	9184
241	9397
242	9397
243	9524
244	9538
245	9523
246	9805
247	9782
248	9698
249	9971
250	9957
251	10078
252	10146
253	10085
254	10122
255	10221
256	10369
257	10493
258	10629
259	10483
260	10572
261	10577
262	10825
263	10766
264	10966
265	11136
266	11032
267	11148
268	11199
269	11262
270	11465
271	11318
272	11405
273	11515
274	11554
275	11620
276	11825
277	11556
278	12012
279	11852
280	12003
281	11803
282	12016
283	12147
284	12057
285	12288
286	12298
287	12297
288	12288
289	12571
290	12475
291	12487
292	12706
293	12847
294	12804
295	12789
296	13190
297	13213
298	13098
299	12993
300	13063
301	13168
302	13077
303	13423
304	13705
305	13748
306	13885
307	13800
308	13471
309	13257
310	13378
311	13499
312	13486
313	13464
314	13490
315	13576
316	13763
317	13631
318	13755
319	13713
320	13809
321	13770
322	13762
323	13856
324	13810
325	14085
326	13783
327	13718
328	13714
329	13919
330	13810
331	14057
332	14223
333	14038
334	13841
335	13999
336	14208
337	14019
338	14068
339	14154
340	14223
341	14317
342	14232
343	14461
344	14549
345	14482
346	14352
347	14220
348	14265
349	14244
350	14172
351	14200
352	14437
353	14398
354	14339
355	14274
356	14298
357	14270
358	14256
359	14208
360	14354
361	14086
362	14160
363	14489
364	14439
365	14281
366	14606
367	14386
368	14316
369	14143
370	14282
371	14133
372	14183
373	14354
374	14209
375	14329
376	14439
377	14243
378	14449
379	14238
380	14308
381	14168
382	14169
383	14279
384	14351
385	14169
386	14273
387	14250
388	14045
389	14053
390	14272
391	14337
392	14226
393	14394
394	14278
395	14156
396	14199
397	13886
398	14180
399	13895
400	13890
401	14115
402	13883
403	14154
404	13975
405	13780
406	13674
407	13883
408	13931
409	13833
410	13925
411	13770
412	13891
413	13851
414	13909
415	13850
416	13505
417	13697
418	13800
419	13844
420	13856
421	13562
422	13783
423	13547
424	13514
425	13644
426	13668
427	13468
428	13498
429	13463
430	13542
431	13760
432	13398
433	13286
434	13353
435	13285
