50,252.435068365374,200.023091802604,.764702094367302,252,200.02380952381
90,252.435068365374,348.551504695927,.803048690582059,252,348.543650793651
130,252.435068365374,497.079994696495,.841067627490963,254,497.082677165354
170,252.435068365374,645.608561804426,.878758905094014,251,645.617529880478
210,252.435068365374,794.137206019842,.916122523391212,251,794.135458167331
250,252.435068365374,942.665927342862,.953158482382556,252,942.662698412698
290,252.435068365374,1091.19472577361,.989866782068048,252,1091.19841269841
330,252.435068365374,1239.7236013122,1.02624742244769,251,1239.72908366534
370,252.435068365374,1388.25255395875,1.06230040352147,250,1388.276
410,316.051869142537,1536.78158371339,1.0980257252894,317,1536.78233438486
450,316.051869142537,1685.31069057623,1.13342338775148,315,1685.28571428571
490,316.051869142537,1833.8398745474,1.16849339090771,315,1833.82857142857
530,316.051869142537,1982.36913562701,1.20323573475808,315,1982.37142857143
570,316.051869142537,2130.89847381519,1.2376504193026,315,2130.87619047619
610,316.051869142537,2279.42788911206,1.27173744454127,315,2279.42857142857
650,316.051869142537,2427.95738151772,1.30549681047408,316,2427.96202531646
690,316.051869142537,2576.48695103232,1.33892851710104,316,2576.48734177215
730,316.051869142537,2725.01659765596,1.37203256442215,315,2725.0253968254
770,316.051869142537,2873.54632138876,1.4048089524374,317,2873.56466876972
810,378.835303357773,3022.07612223085,1.4372576811468,380,3022.06842105263
850,378.835303357773,3170.60600018235,1.46937875055035,375,3170.6
890,378.835303357773,3319.13595524337,1.50117216064804,380,3319.13947368421
930,378.835303357773,3467.66598741404,1.53263791143988,378,3467.67989417989
970,378.835303357773,3616.19609669448,1.56377600292587,377,3616.18567639257
1010,378.835303357773,3764.7262830848,1.59458643510601,379,3764.73614775726
1050,378.835303357773,3913.25654658512,1.62506920798029,379,3913.28232189974
1090,378.835303357773,4061.78688719558,1.65522432154872,378,4061.75925925926
1130,378.835303357773,4210.31730491628,1.68505177581129,377,4210.33421750663
1170,378.835303357773,4358.84779974734,1.71455157076802,377,4358.87267904509
1210,378.835303357773,4507.3783716889,1.74372370641889,378,4507.34656084656
1250,378.835303357773,4655.90902074106,1.7725681827639,378,4655.89947089947
1290,441.141329945049,4804.43974690394,1.80108499980307,440,4804.43181818182
1330,441.141329945049,4952.97055017767,1.82927415753638,439,4952.97038724374
1370,441.141329945049,5101.50143056238,1.85713565596383,438,5101.5
1410,441.141329945049,5250.03238805816,1.88466949508544,444,5250.02252252252
1450,441.141329945049,5398.56342266516,1.91187567490119,440,5398.54318181818
1490,441.141329945049,5547.09453438348,1.93875419541108,440,5547.08181818182
1530,441.141329945049,5695.62572321325,1.96530505661513,440,5695.61590909091
1570,441.141329945049,5844.15698915459,1.99152825851332,439,5844.14123006834
1610,441.141329945049,5992.68833220761,2.01742380110566,441,5992.69387755102
1650,441.141329945049,6141.21975237244,2.04299168439214,440,6141.24090909091
1690,441.141329945049,6289.7512496492,2.06823190837278,442,6289.76696832579
1730,441.141329945049,6438.28282403801,2.09314447304755,441,6438.28798185941
1770,441.141329945049,6586.81447553898,2.11772937841648,441,6586.80498866213
1810,503.147336011055,6735.34620415225,2.14198662447955,504,6735.34325396825
1850,503.147336011055,6883.87800987792,2.16591621123677,503,6883.88866799205
1890,503.147336011055,7032.40989271612,2.18951813868814,503,7032.41550695825
1930,503.147336011055,7180.94185266697,2.21279240683365,499,7180.95791583166
1970,503.147336011055,7329.47388973059,2.23573901567331,503,7329.46322067594
2010,503.147336011055,7478.00600390709,2.25835796520712,501,7478.00598802395
