0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	14
159	73
160	134
161	247
162	404
163	631
164	1139
165	6247
166	12951
167	12719
168	12640
169	12426
170	12343
171	12464
172	12772
173	12758
174	12787
175	12862
176	12967
177	12799
178	12869
179	12799
180	12611
181	12756
182	12847
183	12716
184	12682
185	12714
186	12763
187	12645
188	12543
189	12721
190	12809
191	12915
192	12865
193	12822
194	12600
195	12736
196	12724
197	12957
198	12969
199	12847
200	12961
201	12944
202	12667
203	12682
204	12750
205	12780
206	12918
207	12848
208	12498
209	12742
210	12820
211	12766
212	12634
213	12595
214	12620
215	12717
216	12504
217	12537
218	12625
219	12783
220	12738
221	12593
222	12424
223	12625
224	12698
225	12624
226	12543
227	12394
228	12473
229	12464
230	12535
231	12598
232	12272
233	12161
234	12377
235	12415
236	12345
237	12399
238	12480
239	12337
240	12280
241	12294
242	12245
243	12174
244	12384
245	12174
246	12087
247	12140
248	12218
249	12299
250	12166
251	12450
252	11958
253	12060
254	12012
255	12136
256	11848
257	12045
258	12044
259	11917
260	12063
261	11877
262	12069
263	11910
264	11931
265	11769
266	11741
267	11915
268	11883
269	11722
270	11941
271	11888
272	11942
273	11968
274	11999
275	11725
276	11603
277	11725
278	11774
279	11689
280	11938
281	11734
282	11667
283	11620
284	11443
285	11694
286	11412
287	11438
288	11450
289	11387
290	11447
291	11290
292	11529
293	11328
294	11333
295	11394
296	11459
297	11352
298	11350
299	11421
300	11391
301	11037
302	11231
303	11168
304	11390
305	11371
306	11166
307	11110
308	11356
309	11235
310	10994
311	11047
312	11131
313	11103
314	10924
315	11117
316	11206
317	11160
318	11065
319	10879
320	10920
321	10826
322	11045
323	10710
324	10791
325	10522
326	10611
327	10777
328	10703
329	10676
330	10547
331	10529
332	10558
333	10650
334	10483
335	10611
336	10548
337	10660
338	10372
339	10627
340	10500
341	10506
342	10513
343	10519
344	10537
345	10692
346	10646
347	10262
348	10140
349	10313
350	10236
351	10299
352	10182
353	10285
354	10541
355	10511
356	10385
357	10218
358	10291
359	10040
360	9973
361	10238
362	10464
363	9980
364	10078
365	10052
366	10169
367	10121
368	9918
369	10121
370	10219
371	10451
372	11626
373	12931
374	13753
375	14213
376	13424
377	12023
378	11099
379	10214
380	9828
381	9939
382	9705
383	9712
384	9691
385	9773
386	9665
387	9850
388	9911
389	9683
390	9746
391	9591
392	9589
393	9597
394	9427
395	9608
396	9672
397	9508
398	9460
399	9665
400	9611
401	9486
402	9434
403	9708
404	9369
405	9556
406	9398
407	9419
408	9658
409	9531
410	9742
411	9796
412	9732
413	9554
414	9397
415	9230
416	9109
417	9321
418	9390
419	9421
420	9439
421	9233
422	9508
423	9156
424	9166
425	9160
426	9208
427	9013
428	9154
429	9292
430	9087
431	9051
432	9117
433	9065
434	9173
435	8899
436	9017
437	9004
438	8934
439	8930
440	8980
441	8831
442	9027
443	8919
444	8870
445	9026
446	8792
447	8925
448	8969
449	8897
450	8831
451	8736
452	8763
453	8869
454	8901
455	8724
456	8758
457	8870
458	8791
459	8790
